@RELATION all_data_pacman
	@ATTRIBUTE pacmanPosX NUMERIC
	@ATTRIBUTE pacmanPosY NUMERIC
	@ATTRIBUTE Ghost_1_PosX NUMERIC
	@ATTRIBUTE Ghost_1_PosY NUMERIC
	@ATTRIBUTE Ghost_2_PosX NUMERIC
	@ATTRIBUTE Ghost_2_PosY NUMERIC
	@ATTRIBUTE Ghost_3_PosX NUMERIC
	@ATTRIBUTE Ghost_3_PosY NUMERIC
	@ATTRIBUTE Ghost_4_PosX NUMERIC
	@ATTRIBUTE Ghost_4_PosY NUMERIC
	@ATTRIBUTE legalNorth NUMERIC
	@ATTRIBUTE legalSouth NUMERIC
	@ATTRIBUTE legalWest NUMERIC
	@ATTRIBUTE legalEast NUMERIC
	@ATTRIBUTE ghost_1_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_2_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_3_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_4_Directions {Stop, North, South, West, East, None}
	@ATTRIBUTE ghost_1_Distance NUMERIC
	@ATTRIBUTE ghost_2_Distance NUMERIC
	@ATTRIBUTE ghost_3_Distance NUMERIC
	@ATTRIBUTE ghost_4_Distance NUMERIC
	@ATTRIBUTE livingGhost_1 {True, False}
	@ATTRIBUTE livingGhost_2 {True, False}
	@ATTRIBUTE livingGhost_3 {True, False}
	@ATTRIBUTE livingGhost_4 {True, False}
	@ATTRIBUTE currentMove {Stop, North, South, West, East}

@data
3, 5, 1, 1, 3, 1, 12, 8, 13, 7, 0, 1, 1, 1, Stop, Stop, South, East, 1000, 1000, 12, 13, False, False, True, True, East
4, 5, 1, 1, 3, 1, 12, 8, 14, 7, 0, 1, 1, 1, Stop, Stop, South, East, 1000, 1000, 11, 13, False, False, True, True, East
5, 5, 1, 1, 3, 1, 12, 8, 15, 7, 0, 1, 1, 1, Stop, Stop, South, North, 1000, 1000, 10, 13, False, False, True, True, East
6, 5, 1, 1, 3, 1, 13, 8, 15, 8, 0, 1, 1, 1, Stop, Stop, East, West, 1000, 1000, 10, 11, False, False, True, True, East
7, 5, 1, 1, 3, 1, 12, 8, 14, 8, 0, 1, 1, 1, Stop, Stop, West, North, 1000, 1000, 8, 11, False, False, True, True, East
8, 5, 1, 1, 3, 1, 13, 8, 14, 9, 1, 1, 1, 1, Stop, Stop, East, East, 1000, 1000, 8, 11, False, False, True, True, East
9, 5, 1, 1, 3, 1, 13, 8, 15, 9, 1, 1, 1, 1, Stop, Stop, East, South, 1000, 1000, 7, 9, False, False, True, True, East
10, 5, 1, 1, 3, 1, 13, 8, 15, 8, 1, 1, 1, 1, Stop, Stop, East, East, 1000, 1000, 6, 9, False, False, True, True, East
10, 6, 1, 1, 3, 1, 12, 8, 16, 8, 1, 1, 1, 0, Stop, Stop, West, East, 1000, 1000, 4, 8, False, False, True, True, North
10, 7, 1, 1, 3, 1, 12, 9, 16, 8, 1, 1, 1, 0, Stop, Stop, North, South, 1000, 1000, 4, 6, False, False, True, True, North
10, 8, 1, 1, 3, 1, 12, 8, 16, 7, 1, 1, 1, 0, Stop, Stop, South, West, 1000, 1000, 2, 6, False, False, True, True, North
10, 9, 1, 1, 3, 1, 12, 7, 15, 7, 1, 1, 1, 1, Stop, Stop, South, West, 1000, 1000, 4, 7, False, False, True, True, North
11, 9, 1, 1, 3, 1, 12, 7, 15, 7, 1, 0, 1, 1, Stop, Stop, South, West, 1000, 1000, 3, 5, False, False, True, True, East
12, 9, 1, 1, 3, 1, 12, 7, 14, 7, 0, 1, 1, 1, Stop, Stop, South, East, 1000, 1000, 2, 5, False, False, True, True, East
12, 8, 1, 1, 3, 1, 5, 1, 15, 7, 1, 1, 0, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 4, False, False, False, True, South
13, 8, 1, 1, 3, 1, 5, 1, 15, 7, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 3, False, False, False, True, East
14, 8, 1, 1, 3, 1, 5, 1, 15, 7, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 3, False, False, False, True, East
15, 8, 1, 1, 3, 1, 5, 1, 16, 7, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 1, False, False, False, True, East
15, 7, 1, 1, 3, 1, 5, 1, 16, 8, 1, 0, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 3, False, False, False, True, South
16, 7, 1, 1, 3, 1, 5, 1, 16, 9, 1, 0, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 2, False, False, False, True, East
16, 8, 1, 1, 3, 1, 5, 1, 16, 9, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 2, False, False, False, True, North
16, 9, 1, 1, 3, 1, 5, 1, 17, 9, 0, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 1, False, False, False, True, North
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 7, 5, 6, 8, 8, 11, 14, 6, 0, 0, 1, 1, East, South, Stop, South, 11, 7, 6, 18, True, True, True, True, East
3, 11, 6, 5, 7, 8, 9, 11, 14, 5, 0, 0, 1, 1, West, East, East, South, 9, 7, 6, 18, True, True, True, True, East
4, 11, 6, 4, 8, 8, 8, 11, 14, 4, 0, 0, 1, 1, South, East, West, North, 9, 7, 4, 16, True, True, True, True, East
5, 11, 6, 3, 8, 7, 8, 11, 14, 5, 0, 1, 1, 1, South, South, West, East, 9, 7, 3, 16, True, True, True, True, East
6, 11, 7, 3, 7, 7, 8, 11, 15, 5, 0, 1, 1, 1, East, West, West, East, 9, 5, 2, 15, True, True, True, True, East
6, 10, 8, 3, 6, 7, 7, 11, 15, 5, 1, 1, 1, 0, East, West, West, South, 9, 3, 2, 15, True, True, True, True, South
6, 9, 9, 3, 7, 7, 6, 11, 15, 4, 1, 1, 1, 1, East, East, West, South, 9, 3, 2, 15, True, True, True, True, South
6, 10, 8, 3, 7, 7, 5, 11, 15, 3, 1, 1, 1, 0, West, East, West, East, 9, 4, 2, 17, True, True, True, True, North
6, 11, 8, 4, 6, 7, 5, 11, 16, 3, 0, 1, 1, 1, North, West, West, West, 9, 4, 1, 17, True, True, True, True, North
5, 11, 8, 3, 7, 7, 5, 1, 15, 3, 0, 1, 1, 1, South, East, Stop, East, 11, 6, 1000, 19, True, True, False, True, West
6, 11, 8, 3, 7, 8, 5, 1, 16, 3, 0, 1, 1, 1, South, North, Stop, West, 10, 4, 1000, 17, True, True, False, True, East
6, 10, 8, 4, 7, 7, 5, 1, 15, 3, 1, 1, 1, 0, North, South, Stop, West, 8, 4, 1000, 15, True, True, False, True, South
6, 9, 8, 3, 7, 7, 5, 1, 14, 3, 1, 1, 1, 1, South, South, Stop, West, 8, 3, 1000, 14, True, True, False, True, South
7, 9, 9, 3, 8, 7, 5, 1, 14, 3, 0, 1, 1, 1, East, East, Stop, West, 8, 3, 1000, 13, True, True, False, True, East
7, 8, 9, 4, 7, 7, 5, 1, 14, 3, 1, 1, 1, 1, North, West, Stop, East, 6, 1, 1000, 13, True, True, False, True, South
7, 7, 10, 4, 3, 1, 5, 1, 15, 3, 1, 0, 1, 1, East, Stop, Stop, East, 6, 1000, 1000, 13, True, False, False, True, South
8, 7, 11, 4, 3, 1, 5, 1, 16, 3, 1, 1, 1, 1, East, Stop, Stop, North, 6, 1000, 1000, 11, True, False, False, True, East
9, 7, 11, 3, 3, 1, 5, 1, 16, 4, 1, 1, 1, 1, South, Stop, Stop, North, 6, 1000, 1000, 10, True, False, False, True, East
10, 7, 11, 3, 3, 1, 5, 1, 16, 4, 1, 1, 1, 0, South, Stop, Stop, North, 5, 1000, 1000, 8, True, False, False, True, East
10, 6, 10, 3, 3, 1, 5, 1, 16, 5, 1, 1, 1, 0, West, Stop, Stop, West, 3, 1000, 1000, 6, True, False, False, True, South
10, 5, 10, 4, 3, 1, 5, 1, 15, 5, 1, 1, 1, 1, North, Stop, Stop, West, 1, 1000, 1000, 4, True, False, False, True, South
10, 4, 1, 1, 3, 1, 5, 1, 14, 5, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 6, False, False, False, True, South
11, 4, 1, 1, 3, 1, 5, 1, 14, 6, 1, 1, 1, 0, Stop, Stop, Stop, North, 1000, 1000, 1000, 5, False, False, False, True, East
11, 5, 1, 1, 3, 1, 5, 1, 14, 6, 0, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 4, False, False, False, True, North
12, 5, 1, 1, 3, 1, 5, 1, 14, 6, 0, 0, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 3, False, False, False, True, East
13, 5, 1, 1, 3, 1, 5, 1, 14, 6, 0, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 2, False, False, False, True, East
14, 5, 1, 1, 3, 1, 5, 1, 14, 6, 1, 1, 1, 1, Stop, Stop, Stop, North, 1000, 1000, 1000, 1, False, False, False, True, East
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 6, 5, 6, 10, 9, 11, 14, 6, 0, 0, 1, 1, Stop, North, East, South, 10, 5, 7, 18, True, True, True, True, East
3, 11, 6, 5, 6, 11, 8, 11, 14, 5, 0, 0, 1, 1, Stop, North, West, West, 9, 3, 5, 16, True, True, True, True, East
4, 11, 7, 5, 6, 11, 9, 11, 13, 5, 0, 0, 1, 1, East, North, East, East, 9, 2, 5, 16, True, True, True, True, East
5, 11, 6, 5, 6, 10, 8, 11, 14, 5, 0, 1, 1, 1, West, South, West, South, 7, 2, 3, 16, True, True, True, True, East
6, 11, 7, 5, 5, 10, 7, 11, 14, 4, 0, 1, 1, 1, East, West, West, North, 7, 2, 1, 14, True, True, True, True, East
6, 10, 6, 5, 5, 10, 7, 11, 14, 5, 1, 1, 1, 0, West, West, West, South, 5, 1, 2, 14, True, True, True, True, South
6, 9, 5, 5, 5, 11, 7, 11, 14, 4, 1, 1, 1, 1, West, North, West, West, 5, 3, 3, 12, True, True, True, True, South
5, 9, 6, 5, 4, 11, 8, 11, 13, 4, 1, 1, 1, 1, East, West, East, East, 5, 3, 5, 14, True, True, True, True, West
5, 10, 5, 5, 4, 11, 9, 11, 14, 4, 1, 1, 0, 1, West, West, East, North, 5, 2, 5, 14, True, True, True, True, North
5, 11, 4, 5, 4, 11, 10, 11, 14, 5, 0, 1, 1, 1, West, West, East, North, 7, 1, 5, 14, True, True, True, True, North
4, 11, 4, 4, 3, 1, 11, 11, 14, 6, 0, 0, 1, 1, South, Stop, East, North, 7, 1000, 7, 14, True, False, True, True, West
3, 11, 4, 4, 3, 1, 11, 10, 14, 7, 0, 0, 1, 1, South, Stop, South, North, 8, 1000, 9, 15, True, False, True, True, West
2, 11, 4, 3, 3, 1, 11, 9, 14, 7, 0, 0, 1, 1, South, Stop, South, West, 10, 1000, 11, 15, True, False, True, True, West
1, 11, 4, 3, 3, 1, 11, 10, 13, 7, 0, 1, 0, 1, South, Stop, North, West, 11, 1000, 11, 15, True, False, True, True, West
1, 10, 4, 4, 3, 1, 11, 11, 12, 7, 1, 1, 0, 0, North, Stop, North, West, 9, 1000, 11, 14, True, False, True, True, South
1, 9, 3, 4, 3, 1, 11, 10, 12, 7, 1, 1, 0, 1, West, Stop, South, West, 7, 1000, 11, 13, True, False, True, True, South
1, 8, 3, 3, 3, 1, 11, 9, 12, 7, 1, 1, 0, 1, South, Stop, South, North, 7, 1000, 11, 11, True, False, True, True, South
1, 7, 3, 3, 3, 1, 11, 10, 12, 8, 1, 1, 0, 1, South, Stop, North, North, 6, 1000, 13, 12, True, False, True, True, South
1, 6, 4, 3, 3, 1, 11, 11, 12, 8, 1, 1, 0, 0, East, Stop, North, North, 6, 1000, 15, 13, True, False, True, True, South
1, 5, 4, 3, 3, 1, 11, 11, 12, 8, 1, 1, 0, 1, East, Stop, North, North, 5, 1000, 16, 14, True, False, True, True, South
2, 5, 4, 3, 3, 1, 12, 11, 12, 8, 0, 1, 1, 1, East, Stop, East, North, 4, 1000, 16, 14, True, False, True, True, East
3, 5, 4, 4, 3, 1, 13, 11, 12, 9, 0, 1, 1, 1, North, Stop, East, West, 2, 1000, 16, 12, True, False, True, True, East
4, 5, 4, 4, 3, 1, 14, 11, 11, 9, 0, 1, 1, 1, North, Stop, East, East, 1, 1000, 16, 12, True, False, True, True, East
4, 4, 1, 1, 3, 1, 14, 11, 12, 9, 1, 1, 1, 1, Stop, Stop, East, South, 1000, 1000, 17, 12, False, False, True, True, South
5, 4, 1, 1, 3, 1, 14, 11, 12, 8, 1, 1, 1, 1, Stop, Stop, East, South, 1000, 1000, 16, 10, False, False, True, True, East
6, 4, 1, 1, 3, 1, 13, 11, 12, 7, 1, 1, 1, 1, Stop, Stop, West, South, 1000, 1000, 14, 9, False, False, True, True, East
7, 4, 1, 1, 3, 1, 14, 11, 12, 7, 1, 1, 1, 1, Stop, Stop, East, South, 1000, 1000, 14, 8, False, False, True, True, East
8, 4, 1, 1, 3, 1, 14, 10, 12, 7, 1, 1, 1, 1, Stop, Stop, South, East, 1000, 1000, 12, 8, False, False, True, True, East
9, 4, 1, 1, 3, 1, 14, 9, 13, 7, 1, 1, 1, 1, Stop, Stop, South, North, 1000, 1000, 10, 8, False, False, True, True, East
10, 4, 1, 1, 3, 1, 14, 10, 13, 8, 1, 1, 1, 1, Stop, Stop, North, East, 1000, 1000, 10, 8, False, False, True, True, East
10, 5, 1, 1, 3, 1, 14, 11, 14, 8, 1, 1, 1, 1, Stop, Stop, North, North, 1000, 1000, 10, 8, False, False, True, True, North
10, 6, 1, 1, 3, 1, 14, 11, 14, 9, 1, 1, 1, 0, Stop, Stop, North, South, 1000, 1000, 9, 6, False, False, True, True, North
10, 7, 1, 1, 3, 1, 14, 11, 14, 8, 1, 1, 1, 0, Stop, Stop, North, South, 1000, 1000, 8, 4, False, False, True, True, North
10, 8, 1, 1, 3, 1, 14, 10, 14, 7, 1, 1, 1, 0, Stop, Stop, South, North, 1000, 1000, 6, 4, False, False, True, True, North
10, 9, 1, 1, 3, 1, 14, 11, 14, 8, 1, 1, 1, 1, Stop, Stop, North, South, 1000, 1000, 6, 6, False, False, True, True, North
11, 9, 1, 1, 3, 1, 14, 10, 14, 7, 1, 0, 1, 1, Stop, Stop, South, South, 1000, 1000, 4, 5, False, False, True, True, East
12, 9, 1, 1, 3, 1, 14, 10, 14, 7, 0, 1, 1, 1, Stop, Stop, South, South, 1000, 1000, 3, 4, False, False, True, True, East
13, 9, 1, 1, 3, 1, 14, 10, 14, 7, 0, 1, 1, 1, Stop, Stop, South, North, 1000, 1000, 2, 2, False, False, True, True, East
14, 9, 1, 1, 3, 1, 14, 10, 14, 8, 1, 1, 1, 1, Stop, Stop, South, East, 1000, 1000, 1, 2, False, False, True, True, East
14, 10, 1, 1, 3, 1, 5, 1, 15, 8, 1, 1, 0, 0, Stop, Stop, Stop, East, 1000, 1000, 1000, 3, False, False, False, True, North
14, 9, 1, 1, 3, 1, 5, 1, 15, 8, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 3, False, False, False, True, South
15, 9, 1, 1, 3, 1, 5, 1, 15, 7, 0, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 2, False, False, False, True, East
15, 8, 1, 1, 3, 1, 5, 1, 15, 7, 1, 1, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 2, False, False, False, True, South
15, 7, 1, 1, 3, 1, 5, 1, 16, 7, 1, 0, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 1, False, False, False, True, South
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 6, 4, 6, 9, 8, 11, 14, 6, 0, 0, 1, 1, South, Stop, Stop, Stop, 11, 6, 6, 17, True, True, True, True, East
3, 11, 7, 4, 6, 10, 9, 11, 14, 6, 0, 0, 1, 1, East, North, East, Stop, 11, 4, 6, 16, True, True, True, True, East
4, 11, 7, 4, 5, 10, 10, 11, 14, 6, 0, 0, 1, 1, East, West, East, South, 10, 2, 6, 16, True, True, True, True, East
5, 11, 7, 4, 5, 9, 10, 11, 14, 5, 0, 1, 1, 1, East, South, East, East, 9, 2, 5, 16, True, True, True, True, East
6, 11, 6, 4, 5, 8, 10, 10, 15, 5, 0, 1, 1, 1, West, South, South, East, 7, 4, 5, 15, True, True, True, True, East
6, 10, 6, 5, 5, 7, 10, 9, 15, 5, 1, 1, 1, 0, North, South, South, East, 5, 4, 5, 15, True, True, True, True, South
6, 9, 7, 5, 5, 8, 10, 8, 16, 5, 1, 1, 1, 1, East, North, South, East, 5, 2, 5, 14, True, True, True, True, South
5, 9, 8, 5, 3, 1, 10, 9, 16, 5, 1, 1, 1, 1, East, Stop, North, East, 7, 1000, 5, 16, True, False, True, True, West
6, 9, 9, 5, 3, 1, 10, 10, 17, 5, 1, 1, 1, 1, East, Stop, North, West, 7, 1000, 5, 14, True, False, True, True, East
7, 9, 9, 5, 3, 1, 10, 11, 16, 5, 0, 1, 1, 1, East, Stop, North, South, 6, 1000, 5, 14, True, False, True, True, East
8, 9, 9, 4, 3, 1, 11, 11, 16, 4, 0, 1, 1, 1, South, Stop, East, East, 6, 1000, 5, 14, True, False, True, True, East
9, 9, 8, 4, 3, 1, 11, 10, 17, 4, 0, 1, 1, 1, West, Stop, South, West, 6, 1000, 3, 12, True, False, True, True, East
10, 9, 8, 3, 3, 1, 11, 10, 16, 4, 1, 1, 1, 1, South, Stop, South, West, 8, 1000, 2, 10, True, False, True, True, East
11, 9, 8, 4, 3, 1, 11, 11, 15, 4, 1, 0, 1, 1, North, Stop, North, West, 8, 1000, 2, 8, True, False, True, True, East
11, 10, 7, 4, 3, 1, 12, 11, 14, 4, 1, 1, 1, 0, West, Stop, East, West, 10, 1000, 2, 8, True, False, True, True, North
11, 11, 7, 4, 3, 1, 5, 1, 13, 4, 0, 1, 1, 1, West, Stop, Stop, North, 11, 1000, 1000, 8, True, False, False, True, North
11, 10, 7, 5, 3, 1, 5, 1, 13, 5, 1, 1, 1, 0, North, Stop, Stop, South, 9, 1000, 1000, 8, True, False, False, True, South
11, 9, 6, 5, 3, 1, 5, 1, 13, 4, 1, 0, 1, 1, West, Stop, Stop, North, 9, 1000, 1000, 6, True, False, False, True, South
12, 9, 6, 5, 3, 1, 5, 1, 13, 5, 0, 1, 1, 1, West, Stop, Stop, West, 10, 1000, 1000, 4, True, False, False, True, East
13, 9, 6, 4, 3, 1, 5, 1, 12, 5, 0, 1, 1, 1, South, Stop, Stop, West, 12, 1000, 1000, 5, True, False, False, True, East
13, 8, 6, 4, 3, 1, 5, 1, 12, 5, 1, 1, 1, 1, South, Stop, Stop, East, 11, 1000, 1000, 3, True, False, False, True, South
13, 7, 6, 4, 3, 1, 5, 1, 13, 5, 1, 0, 1, 1, South, Stop, Stop, South, 10, 1000, 1000, 3, True, False, False, True, South
14, 7, 5, 4, 3, 1, 5, 1, 13, 4, 1, 1, 1, 1, West, Stop, Stop, North, 12, 1000, 1000, 3, True, False, False, True, East
14, 6, 5, 4, 3, 1, 5, 1, 13, 5, 1, 1, 0, 0, West, Stop, Stop, North, 11, 1000, 1000, 2, True, False, False, True, South
14, 5, 5, 4, 3, 1, 5, 1, 13, 5, 1, 1, 1, 1, West, Stop, Stop, North, 10, 1000, 1000, 1, True, False, False, True, South
13, 5, 5, 4, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, West, Stop, Stop, Stop, 9, 1000, 1000, 1000, True, False, False, False, West
12, 5, 6, 4, 3, 1, 5, 1, 7, 1, 0, 0, 1, 1, East, Stop, Stop, Stop, 7, 1000, 1000, 1000, True, False, False, False, West
11, 5, 7, 4, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, East, Stop, Stop, Stop, 5, 1000, 1000, 1000, True, False, False, False, West
10, 5, 7, 4, 3, 1, 5, 1, 7, 1, 1, 1, 1, 1, East, Stop, Stop, Stop, 4, 1000, 1000, 1000, True, False, False, False, West
9, 5, 6, 4, 3, 1, 5, 1, 7, 1, 1, 1, 1, 1, West, Stop, Stop, Stop, 4, 1000, 1000, 1000, True, False, False, False, West
8, 5, 5, 4, 3, 1, 5, 1, 7, 1, 1, 1, 1, 1, West, Stop, Stop, Stop, 4, 1000, 1000, 1000, True, False, False, False, West
7, 5, 4, 4, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, West, Stop, Stop, Stop, 4, 1000, 1000, 1000, True, False, False, False, West
6, 5, 4, 4, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, West, Stop, Stop, Stop, 3, 1000, 1000, 1000, True, False, False, False, West
5, 5, 4, 4, 3, 1, 5, 1, 7, 1, 0, 1, 1, 1, West, Stop, Stop, Stop, 2, 1000, 1000, 1000, True, False, False, False, West
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 6, 4, 6, 9, 7, 11, 14, 6, 0, 0, 1, 1, South, Stop, West, Stop, 11, 6, 5, 17, True, True, True, True, East
3, 11, 7, 4, 7, 9, 6, 11, 14, 6, 0, 0, 1, 1, East, East, West, Stop, 11, 6, 3, 16, True, True, True, True, East
4, 11, 8, 4, 7, 9, 7, 11, 14, 6, 0, 0, 1, 1, East, East, East, North, 11, 5, 3, 14, True, True, True, True, East
5, 11, 7, 4, 8, 9, 6, 11, 14, 7, 0, 1, 1, 1, West, East, West, North, 9, 5, 1, 12, True, True, True, True, East
6, 11, 7, 5, 7, 9, 5, 1, 14, 8, 0, 1, 1, 1, North, West, Stop, North, 7, 3, 1000, 10, True, True, False, True, East
6, 10, 8, 5, 7, 9, 5, 1, 14, 9, 1, 1, 1, 0, East, West, Stop, West, 7, 2, 1000, 8, True, True, False, True, South
6, 9, 8, 5, 7, 9, 5, 1, 13, 9, 1, 1, 1, 1, East, West, Stop, West, 6, 1, 1000, 6, True, True, False, True, South
7, 9, 7, 5, 3, 1, 5, 1, 12, 9, 0, 1, 1, 1, West, Stop, Stop, South, 4, 1000, 1000, 6, True, False, False, True, East
7, 8, 6, 5, 3, 1, 5, 1, 12, 8, 1, 1, 1, 1, West, Stop, Stop, South, 4, 1000, 1000, 6, True, False, False, True, South
7, 7, 7, 5, 3, 1, 5, 1, 12, 7, 1, 0, 1, 1, East, Stop, Stop, North, 2, 1000, 1000, 6, True, False, False, True, South
8, 7, 7, 5, 3, 1, 5, 1, 12, 8, 1, 1, 1, 1, East, Stop, Stop, East, 3, 1000, 1000, 6, True, False, False, True, East
8, 6, 7, 4, 3, 1, 5, 1, 13, 8, 1, 1, 0, 1, South, Stop, Stop, South, 3, 1000, 1000, 6, True, False, False, True, South
8, 5, 7, 4, 3, 1, 5, 1, 13, 7, 1, 1, 1, 1, South, Stop, Stop, South, 2, 1000, 1000, 7, True, False, False, True, South
7, 5, 8, 4, 3, 1, 5, 1, 13, 7, 0, 1, 1, 1, East, Stop, Stop, West, 2, 1000, 1000, 7, True, False, False, True, West
8, 5, 8, 3, 3, 1, 5, 1, 12, 7, 1, 1, 1, 1, South, Stop, Stop, North, 2, 1000, 1000, 7, True, False, False, True, East
8, 4, 9, 3, 3, 1, 5, 1, 12, 8, 1, 1, 1, 1, East, Stop, Stop, North, 2, 1000, 1000, 8, True, False, False, True, South
9, 4, 8, 3, 3, 1, 5, 1, 12, 8, 1, 1, 1, 1, West, Stop, Stop, East, 2, 1000, 1000, 8, True, False, False, True, East
9, 3, 8, 3, 3, 1, 5, 1, 13, 8, 1, 0, 1, 1, West, Stop, Stop, North, 1, 1000, 1000, 10, True, False, False, True, South
8, 3, 1, 1, 3, 1, 5, 1, 13, 9, 1, 0, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 10, False, False, False, True, West
9, 3, 1, 1, 3, 1, 5, 1, 12, 9, 1, 0, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 10, False, False, False, True, East
10, 3, 1, 1, 3, 1, 5, 1, 13, 9, 1, 0, 1, 1, Stop, Stop, Stop, East, 1000, 1000, 1000, 9, False, False, False, True, East
10, 4, 1, 1, 3, 1, 5, 1, 13, 9, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 7, False, False, False, True, North
10, 5, 1, 1, 3, 1, 5, 1, 13, 8, 1, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 5, False, False, False, True, North
10, 6, 1, 1, 3, 1, 5, 1, 13, 7, 1, 1, 1, 0, Stop, Stop, Stop, North, 1000, 1000, 1000, 5, False, False, False, True, North
10, 7, 1, 1, 3, 1, 5, 1, 13, 8, 1, 1, 1, 0, Stop, Stop, Stop, South, 1000, 1000, 1000, 3, False, False, False, True, North
10, 8, 1, 1, 3, 1, 5, 1, 13, 7, 1, 1, 1, 0, Stop, Stop, Stop, North, 1000, 1000, 1000, 3, False, False, False, True, North
10, 9, 1, 1, 3, 1, 5, 1, 13, 8, 1, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 3, False, False, False, True, North
11, 9, 1, 1, 3, 1, 5, 1, 12, 8, 1, 0, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 2, False, False, False, True, East
12, 9, 1, 1, 3, 1, 5, 1, 12, 8, 0, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 1, False, False, False, True, East
13, 9, 1, 1, 3, 1, 5, 1, 12, 8, 0, 1, 1, 1, Stop, Stop, Stop, West, 1000, 1000, 1000, 2, False, False, False, True, East
12, 9, 1, 1, 3, 1, 5, 1, 12, 8, 0, 1, 1, 1, Stop, Stop, Stop, South, 1000, 1000, 1000, 2, False, False, False, True, West
1, 11, 6, 5, 6, 9, 8, 11, 14, 6, 0, 1, 0, 1, None, None, None, None, 11, 7, 7, 18, True, True, True, True, Stop
2, 11, 6, 5, 6, 10, 7, 11, 14, 6, 0, 0, 1, 1, Stop, North, West, North, 10, 5, 5, 16, True, True, True, True, East
3, 11, 7, 5, 5, 10, 6, 11, 14, 7, 0, 0, 1, 1, East, West, West, East, 10, 3, 3, 16, True, True, True, True, East
4, 11, 7, 5, 5, 10, 5, 11, 15, 7, 0, 0, 1, 1, East, West, West, West, 9, 2, 1, 14, True, True, True, True, East
5, 11, 8, 5, 5, 10, 5, 1, 14, 7, 0, 1, 1, 1, East, West, Stop, East, 9, 1, 1000, 14, True, True, False, True, East
6, 11, 7, 5, 5, 11, 5, 1, 15, 7, 0, 1, 1, 1, West, North, Stop, East, 7, 1, 1000, 13, True, True, False, True, East
6, 10, 8, 5, 5, 10, 5, 1, 15, 7, 1, 1, 1, 0, East, South, Stop, West, 7, 1, 1000, 11, True, True, False, True, South
6, 9, 8, 4, 5, 9, 5, 1, 14, 7, 1, 1, 1, 1, South, South, Stop, West, 7, 1, 1000, 10, True, True, False, True, South
5, 9, 8, 3, 3, 1, 5, 1, 14, 7, 1, 1, 1, 1, South, Stop, Stop, South, 9, 1000, 1000, 12, True, False, False, True, West
6, 9, 7, 3, 3, 1, 5, 1, 14, 6, 1, 1, 1, 1, West, Stop, Stop, South, 7, 1000, 1000, 11, True, False, False, True, East
7, 9, 7, 4, 3, 1, 5, 1, 14, 6, 0, 1, 1, 1, North, Stop, Stop, South, 5, 1000, 1000, 10, True, False, False, True, East
8, 9, 6, 4, 3, 1, 5, 1, 14, 6, 0, 1, 1, 1, West, Stop, Stop, North, 7, 1000, 1000, 8, True, False, False, True, East
