@relation all_data_pacman-weka.filters.unsupervised.attribute.Remove-R15-22

@attribute pacmanPosX numeric
@attribute pacmanPosY numeric
@attribute Ghost_1_PosX numeric
@attribute Ghost_1_PosY numeric
@attribute Ghost_2_PosX numeric
@attribute Ghost_2_PosY numeric
@attribute Ghost_3_PosX numeric
@attribute Ghost_3_PosY numeric
@attribute Ghost_4_PosX numeric
@attribute Ghost_4_PosY numeric
@attribute legalNorth numeric
@attribute legalSouth numeric
@attribute legalWest numeric
@attribute legalEast numeric
@attribute livingGhost_1 {True,False}
@attribute livingGhost_2 {True,False}
@attribute livingGhost_3 {True,False}
@attribute livingGhost_4 {True,False}
@attribute currentMove {Stop,North,South,West,East}

@data
5,11,6,3,6,8,8,11,14,5,0,1,1,1,True,True,True,True,East
6,11,7,3,6,8,8,11,14,6,0,1,1,1,True,True,True,True,East
6,10,7,3,7,8,7,11,14,6,1,1,1,0,True,True,True,True,South
6,9,7,3,7,8,8,11,14,7,1,1,1,1,True,True,True,True,South
7,9,7,3,3,1,9,11,15,7,0,1,1,1,True,False,True,True,East
8,9,7,3,3,1,8,11,16,7,0,1,1,1,True,False,True,True,East
9,9,7,3,3,1,8,11,16,7,0,1,1,1,True,False,True,True,East
10,9,7,3,3,1,8,11,16,7,1,1,1,1,True,False,True,True,East
10,10,6,3,3,1,9,11,15,7,1,1,0,1,True,False,True,True,North
10,11,6,4,3,1,8,11,15,8,0,1,1,1,True,False,True,True,North
9,11,6,3,3,1,5,1,14,8,0,0,1,1,True,False,False,True,West
10,11,5,3,3,1,5,1,14,7,0,1,1,1,True,False,False,True,East
11,11,4,3,3,1,5,1,14,6,0,1,1,1,True,False,False,True,East
12,11,4,3,3,1,5,1,14,5,0,0,1,1,True,False,False,True,East
13,11,3,3,3,1,5,1,13,5,0,0,1,1,True,False,False,True,East
14,11,3,4,3,1,5,1,14,5,0,1,1,1,True,False,False,True,East
14,10,3,5,3,1,5,1,14,5,1,1,0,0,True,False,False,True,South
14,9,4,5,3,1,5,1,15,5,1,1,1,1,True,False,False,True,South
14,8,5,5,3,1,5,1,16,5,1,1,1,1,True,False,False,True,South
14,7,6,5,3,1,5,1,16,5,1,1,1,1,True,False,False,True,South
14,6,6,5,3,1,5,1,17,5,1,1,0,0,True,False,False,True,South
14,5,5,5,3,1,5,1,18,5,1,1,1,1,True,False,False,True,South
15,5,4,5,3,1,5,1,18,6,0,1,1,1,True,False,False,True,East
16,5,4,4,3,1,5,1,18,7,0,1,1,1,True,False,False,True,East
17,5,4,3,3,1,5,1,17,7,0,1,1,1,True,False,False,True,East
18,5,3,3,3,1,5,1,17,7,1,1,1,0,True,False,False,True,East
18,6,3,3,3,1,5,1,16,7,1,1,0,0,True,False,False,True,North
18,7,4,3,3,1,5,1,17,7,1,1,1,0,True,False,False,False,North
17,7,4,3,3,1,5,1,7,1,1,0,1,1,True,False,False,False,West
16,7,4,4,3,1,5,1,7,1,1,0,1,1,True,False,False,False,West
15,7,3,4,3,1,5,1,7,1,1,0,1,1,True,False,False,False,West
14,7,2,4,3,1,5,1,7,1,1,1,1,1,True,False,False,False,West
14,6,2,5,3,1,5,1,7,1,1,1,0,0,True,False,False,False,South
14,5,2,5,3,1,5,1,7,1,1,1,1,1,True,False,False,False,South
13,5,3,5,3,1,5,1,7,1,0,1,1,1,True,False,False,False,West
12,5,2,5,3,1,5,1,7,1,0,0,1,1,True,False,False,False,West
11,5,1,5,3,1,5,1,7,1,0,1,1,1,True,False,False,False,West
10,5,1,5,3,1,5,1,7,1,1,1,1,1,True,False,False,False,West
9,5,2,5,3,1,5,1,7,1,1,1,1,1,True,False,False,False,West
8,5,1,5,3,1,5,1,7,1,1,1,1,1,True,False,False,False,West
7,5,1,6,3,1,5,1,7,1,0,1,1,1,True,False,False,False,West
6,5,1,6,3,1,5,1,7,1,0,1,1,1,True,False,False,False,West
5,5,1,6,3,1,5,1,7,1,0,1,1,1,True,False,False,False,West
4,5,1,7,3,1,5,1,7,1,0,1,1,1,True,False,False,False,West
4,4,1,7,3,1,5,1,7,1,1,1,1,1,True,False,False,False,South
4,3,2,7,3,1,5,1,7,1,1,0,1,1,True,False,False,False,South
3,3,3,7,3,1,5,1,7,1,1,0,1,1,True,False,False,False,West
2,3,3,8,3,1,5,1,7,1,1,0,1,1,True,False,False,False,West
2,4,3,8,3,1,5,1,7,1,1,1,1,1,True,False,False,False,North
2,5,2,8,3,1,5,1,7,1,0,1,1,1,True,False,False,False,North
1,5,2,7,3,1,5,1,7,1,1,1,0,1,True,False,False,False,West
1,6,1,7,3,1,5,1,7,1,1,1,0,0,True,False,False,False,North
1,11,6,5,6,9,8,11,14,6,0,1,0,1,True,True,True,True,Stop
2,11,7,5,6,8,8,11,14,6,0,0,1,1,True,True,True,True,East
3,11,7,4,6,7,7,11,14,7,0,0,1,1,True,True,True,True,East
4,11,7,3,5,7,7,11,14,6,0,0,1,1,True,True,True,True,East
5,11,6,3,4,7,7,11,14,6,0,1,1,1,True,True,True,True,East
6,11,5,3,5,7,8,11,14,7,0,1,1,1,True,True,True,True,East
6,10,5,3,5,7,8,11,14,7,1,1,1,0,True,True,True,True,South
6,9,5,4,4,7,9,11,15,7,1,1,1,1,True,True,True,True,South
5,9,5,3,5,7,10,11,15,7,1,1,1,1,True,True,True,True,West
4,9,6,3,6,7,9,11,16,7,0,1,1,1,True,True,True,True,West
4,8,7,3,6,8,8,11,16,7,1,1,1,1,True,True,True,True,South
4,7,7,4,5,8,8,11,15,7,1,0,1,1,True,True,True,True,South
5,7,7,3,6,8,8,11,15,8,1,0,1,1,True,True,True,True,East
5,8,6,3,6,7,7,11,16,8,1,1,1,1,True,True,True,True,North
6,8,5,3,5,7,7,11,16,9,1,1,1,1,True,True,True,True,East
6,7,4,3,5,8,6,11,17,9,1,0,1,1,True,True,True,True,South
5,7,5,3,5,9,6,10,18,9,1,0,1,1,True,True,True,True,West
5,8,4,3,6,9,6,11,18,10,1,1,1,1,True,True,True,True,North
6,8,3,3,7,9,5,11,18,10,1,1,1,1,True,True,True,True,East
6,9,4,3,7,8,5,10,18,9,1,1,1,1,True,True,True,True,North
7,9,3,3,7,8,5,9,17,9,0,1,1,1,True,True,True,True,East
7,8,2,3,3,1,5,8,17,9,1,1,1,1,True,False,True,True,South
6,8,2,3,3,1,4,8,17,8,1,1,1,1,True,False,True,True,West
5,8,3,3,3,1,4,7,17,9,1,1,1,1,True,False,True,True,West
4,8,3,4,3,1,3,7,17,8,1,1,1,1,True,False,True,True,West
4,7,4,4,3,1,5,1,18,8,1,0,1,1,True,False,False,True,South
3,7,3,4,3,1,5,1,18,7,1,0,1,1,True,False,False,True,West
2,7,4,4,3,1,5,1,18,8,1,0,1,1,True,False,False,True,West
1,7,5,4,3,1,5,1,18,8,1,1,0,1,True,False,False,True,West
1,6,5,5,3,1,5,1,18,9,1,1,0,0,True,False,False,True,South
1,5,4,5,3,1,5,1,17,9,1,1,0,1,True,False,False,True,South
2,5,4,4,3,1,5,1,17,9,0,1,1,1,True,False,False,True,East
3,5,4,3,3,1,5,1,18,9,0,1,1,1,True,False,False,True,East
4,5,5,3,3,1,5,1,17,9,0,1,1,1,True,False,False,True,East
4,4,5,4,3,1,5,1,16,9,1,1,1,1,True,False,False,True,South
5,4,1,1,3,1,5,1,17,9,1,1,1,1,False,False,False,True,East
6,4,1,1,3,1,5,1,17,8,1,1,1,1,False,False,False,True,East
7,4,1,1,3,1,5,1,17,9,1,1,1,1,False,False,False,True,East
8,4,1,1,3,1,5,1,16,9,1,1,1,1,False,False,False,True,East
9,4,1,1,3,1,5,1,15,9,1,1,1,1,False,False,False,True,East
10,4,1,1,3,1,5,1,15,9,1,1,1,1,False,False,False,True,East
11,4,1,1,3,1,5,1,15,8,1,1,1,0,False,False,False,True,East
11,5,1,1,3,1,5,1,16,8,0,1,1,1,False,False,False,True,North
12,5,1,1,3,1,5,1,17,8,0,0,1,1,False,False,False,True,East
13,5,1,1,3,1,5,1,17,8,0,1,1,1,False,False,False,True,East
14,5,1,1,3,1,5,1,16,8,1,1,1,1,False,False,False,True,East
14,6,1,1,3,1,5,1,17,8,1,1,0,0,False,False,False,True,North
14,7,1,1,3,1,5,1,17,9,1,1,1,1,False,False,False,True,North
15,7,1,1,3,1,5,1,17,8,1,0,1,1,False,False,False,True,East
16,7,1,1,3,1,5,1,17,7,1,0,1,1,False,False,False,True,East
17,7,1,1,3,1,5,1,17,8,1,0,1,1,False,False,False,True,East
17,8,1,1,3,1,5,1,16,8,1,1,1,1,False,False,False,True,North
17,9,1,1,3,1,5,1,16,9,0,1,1,1,False,False,False,True,North
16,9,1,1,3,1,5,1,16,8,0,1,1,1,False,False,False,True,West
1,11,6,5,6,9,8,11,14,6,0,1,0,1,True,True,True,True,Stop
2,11,6,5,6,10,9,11,14,6,0,0,1,1,True,True,True,True,East
3,11,5,5,6,9,10,11,14,5,0,0,1,1,True,True,True,True,East
4,11,6,5,6,9,9,11,14,6,0,0,1,1,True,True,True,True,East
5,11,7,5,6,9,10,11,14,7,0,1,1,1,True,True,True,True,East
6,11,7,4,6,10,10,10,15,7,0,1,1,1,True,True,True,True,East
6,10,8,4,3,1,11,10,15,7,1,1,1,0,True,False,True,True,South
6,9,8,4,3,1,11,10,15,8,1,1,1,1,True,False,True,True,South
7,9,9,4,3,1,11,10,15,9,0,1,1,1,True,False,True,True,East
8,9,9,4,3,1,10,10,15,8,0,1,1,1,True,False,True,True,East
9,9,10,4,3,1,10,11,15,7,0,1,1,1,True,False,True,True,East
10,9,11,4,3,1,10,10,14,7,1,1,1,1,True,False,True,True,East
11,9,11,5,3,1,10,9,14,6,1,0,1,1,True,False,True,True,East
11,10,10,5,3,1,10,10,14,5,1,1,1,0,True,False,True,True,North
10,10,10,5,3,1,5,1,15,5,1,1,0,1,True,False,False,True,West
10,9,10,4,3,1,5,1,15,5,1,1,1,1,True,False,False,True,South
10,8,10,4,3,1,5,1,16,5,1,1,1,0,True,False,False,True,South
10,7,11,4,3,1,5,1,16,4,1,1,1,0,True,False,False,True,South
10,6,10,4,3,1,5,1,16,5,1,1,1,0,True,False,False,True,South
10,5,10,3,3,1,5,1,16,5,1,1,1,1,True,False,False,True,South
10,4,9,3,3,1,5,1,17,5,1,1,1,1,True,False,False,True,South
10,3,9,4,3,1,5,1,17,4,1,0,1,1,True,False,False,True,South
9,3,9,4,3,1,5,1,17,4,1,0,1,1,True,False,False,True,West
9,4,1,1,3,1,5,1,17,5,1,1,1,1,False,False,False,True,North
10,4,1,1,3,1,5,1,16,5,1,1,1,1,False,False,False,True,East
11,4,1,1,3,1,5,1,16,5,1,1,1,0,False,False,False,True,East
11,5,1,1,3,1,5,1,16,5,0,1,1,1,False,False,False,True,North
12,5,1,1,3,1,5,1,17,5,0,0,1,1,False,False,False,True,East
13,5,1,1,3,1,5,1,18,5,0,1,1,1,False,False,False,True,East
14,5,1,1,3,1,5,1,17,5,1,1,1,1,False,False,False,True,East
15,5,1,1,3,1,5,1,18,5,0,1,1,1,False,False,False,True,East
1,11,6,5,6,9,8,11,14,6,0,1,0,1,True,True,True,True,Stop
2,11,5,5,6,10,8,11,14,6,0,0,1,1,True,True,True,True,East
3,11,4,5,6,11,9,11,14,5,0,0,1,1,True,True,True,True,East
4,11,4,5,5,11,10,11,14,5,0,0,1,1,True,True,True,True,East
5,11,4,5,3,1,11,11,13,5,0,1,1,1,True,False,True,True,East
6,11,5,5,3,1,11,10,14,5,0,1,1,1,True,False,True,True,East
7,11,5,4,3,1,11,9,14,6,0,0,1,1,True,False,True,True,East
8,11,5,5,3,1,11,10,14,7,0,0,1,1,True,False,True,True,East
9,11,6,5,3,1,11,9,14,6,0,0,1,1,True,False,True,True,East
10,11,6,4,3,1,12,9,14,5,0,1,1,1,True,False,True,True,East
11,11,5,4,3,1,12,9,14,6,0,1,1,1,True,False,True,True,East
11,10,4,4,3,1,12,9,14,6,1,1,1,0,True,False,True,True,South
11,9,4,3,3,1,5,1,14,6,1,0,1,1,True,False,False,True,South
12,9,4,4,3,1,5,1,14,7,0,1,1,1,True,False,False,True,East
13,9,4,4,3,1,5,1,14,7,0,1,1,1,True,False,False,True,East
14,9,4,4,3,1,5,1,13,7,1,1,1,1,True,False,False,True,East
14,8,4,4,3,1,5,1,12,7,1,1,1,1,True,False,False,True,South
14,7,4,3,3,1,5,1,12,7,1,1,1,1,True,False,False,True,South
14,6,3,3,3,1,5,1,12,8,1,1,0,0,True,False,False,True,South
14,7,3,3,3,1,5,1,13,8,1,1,1,1,True,False,False,True,North
13,7,3,4,3,1,5,1,7,1,1,0,1,1,True,False,False,False,West
14,7,2,4,3,1,5,1,7,1,1,1,1,1,True,False,False,False,East
14,6,1,4,3,1,5,1,7,1,1,1,0,0,True,False,False,False,South
14,5,1,4,3,1,5,1,7,1,1,1,1,1,True,False,False,False,South
13,5,2,4,3,1,5,1,7,1,0,1,1,1,True,False,False,False,West
12,5,3,4,3,1,5,1,7,1,0,0,1,1,True,False,False,False,West
11,5,4,4,3,1,5,1,7,1,0,1,1,1,True,False,False,False,West
10,5,4,4,3,1,5,1,7,1,1,1,1,1,True,False,False,False,West
9,5,4,5,3,1,5,1,7,1,1,1,1,1,True,False,False,False,West
8,5,4,4,3,1,5,1,7,1,1,1,1,1,True,False,False,False,West
7,5,5,4,3,1,5,1,7,1,0,1,1,1,True,False,False,False,West
6,5,5,5,3,1,5,1,7,1,0,1,1,1,True,False,False,False,West
